// UPGRADE,UNIT,TYPE,EPOCH,HP,LOS,DAMAGE,RANGE,RELOAD,BUILDTIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,DISPLAYNAME,DISPLAYNAME,VISUAL,UI VISUAL,ICON,MMCOLOR,POP CAPACITY,FULLMAP,TOOLTIP,SNDSEL,SNDMOVE,SNDATTACK,SNDDEATH,UPGRADEREFS,CIV
China_T99AUpgradeEpoch13,China_T99A,"""Unit""",13,4100,14,340,14,3,70,0,550,0,550,0,0,0,165,550,tx_utn_JaguarTank_name,tx_utn_JaguarTank_pname,China_T99A_13,,icon_unit_JaguarTank,[0 0 0 0],0,0,vtt_unit_JaguarTank,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[T99AEpoch13Attack T99AEpoch13Move ],Chinese
China_T99AUpgradeEpoch14,China_T99A,"""Unit""",14,5300,16,450,16,3.0,70,0,550,0,550,0,0,0,165,550,tx_utn_China_T99A_name,tx_utn_China_T99A_pname,China_T99A_14,,icon_unit_China_T99A,[0 0 0 0],0,0,vtt_unit_China_T99A,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[China_T99AEpoch14Attack China_T99AEpoch14Move ],Chinese
China_T99AUpgradeEpoch15,China_T99A,"""Unit""",15,6000,16,500,16,3,70,0,550,0,550,0,0,0,165,550,tx_utn_OverLord_name,tx_utn_OverLord_pname,China_T99A_15,,icon_unit_OverLord,[0 0 0 0],0,0,vtt_unit_OverLord,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[China_T99AEpoch14Attack China_T99AEpoch14Move],Chinese

Am_M1A1UpgradeEpoch11,Am_M1A1,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,Am_M1A1_11,,icon_unit_FT17_gunk,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[T99AEpoch11Attack T99AEpoch11Move],American
Am_M1A1UpgradeEpoch12,Am_M1A1,"""Unit""",12,3000,13,240,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_M4Firefly_name,tx_utn_M4Firefly_pname,Am_M1A1_12,,icon_unit_M4Firefly,[0 0 0 0],0,0,vtt_unit_M4Firefly,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[T99AEpoch12Attack T99AEpoch12Move],American
Am_M1A1UpgradeEpoch13,Am_M1A1,"""Unit""",13,4200,14,330,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_M48A1_name,tx_utn_M48A1_pname,Am_M1A1_13,,icon_unit_M48A1,[0 0 0 0],0,0,vtt_unit_M48A1,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch13Attack T99AEpoch13Move ],American
Am_M1A1UpgradeEpoch14,Am_M1A1,"""Unit""",14,4600,15,390,15,2.7,70,0,500,0,500,0,0,0,500,150,tx_utn_M1A1_name,tx_utn_M1A1_pname,Am_M1A1_14,,icon_unit_UUAmerican3,[0 0 0 0],0,0,vtt_unit_M1A1,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[Am_M1A1Epoch14Attack Am_M1A1Epoch14Move ],American
Am_M1A1UpgradeEpoch15,Am_M1A1,"""Unit""",15,5500,16,480,16,3,70,0,500,0,500,0,0,0,500,150,tx_utn_MBTX8_name,tx_utn_MBTX8_pname,Am_M1A1_15,,icon_unit_MBT_X8,[0 0 0 0],0,0,vtt_unit_MBTX8,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[Am_M1A1Epoch14Attack Am_M1A1Epoch14Move],American

USAM1A1UpgradeEpoch13,American_M1A1,"""Unit""",13,4300,14,350,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_HvyMntd1_e13,tx_utn_HvyMntd1_e13_pname,American_M1A1_13,,icon_unit_M48A1,[0 0 0 0],0,0,vtt_unit_MainBattleTank,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch13Attack T99AEpoch13Move ],American
USAM1A1UpgradeEpoch14,American_M1A1,"""Unit""",14,4800,15,400,15,3,70,0,500,0,500,0,0,0,500,150,tx_utn_M1A1_name,tx_utn_M1A1_pname,American_M1A1_14,,icon_unit_UUAmerican3,[0 0 0 0],0,0,vtt_unit_M1A1,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[Am_M1A1Epoch14Attack Am_M1A1Epoch14Move],American

American_M1A2UpgradeEpoch11,American_M1A2,"""Unit""",11,2500,12,200,12,3,70,0,550,0,550,0,0,165,550,0,tx_utn_T1Cunningham_name,tx_utn_T1Cunningham_pname,American_M1A2_11,,icon_unit_T1Cunningham,[0 0 0 0],0,0,vtt_unit_T1Cunningham,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[HeavyMounted1Epoch11Attack China_T99AEpoch11Move],American
American_M1A2UpgradeEpoch12,American_M1A2,"""Unit""",12,3300,13,270,13,3,70,0,550,0,550,0,0,165,550,0,tx_utn_M26_name,tx_utn_M26_pname,American_M1A2_12,,M26,[0 0 0 0],0,0,vtt_unit_M26,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[T99AEpoch12Attack T99AEpoch12Move],American
American_M1A2UpgradeEpoch13,American_M1A2,"""Unit""",13,4300,14,350,14,3,70,0,550,0,550,0,0,0,165,550,tx_utn_M60A_name,tx_utn_M60A_pname,American_M1A2_13,,icon_unit_M60A,[0 0 0 0],0,0,vtt_unit_M60A,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch13Attack T99AEpoch13Move ],American
American_M1A2UpgradeEpoch14,American_M1A2,"""Unit""",14,5000,15,420,15,2.7,70,0,550,0,550,0,0,0,165,550,tx_utn_M1A2_name,tx_utn_M1A2_pname,American_M1A2_14,,icon_unit_M1A2,[0 0 0 0],0,0,vtt_unit_M1A2,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[M1A2Epoch14Attack M1A2Epoch14Move ],American
American_M1A2UpgradeEpoch15,American_M1A2,"""Unit""",15,6000,16,500,16,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Mammoth_name,tx_utn_Mammoth_pname,American_M1A2_15,,icon_unit_Mammoth,[0 0 0 0],0,0,vtt_unit_Mammoth,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[M1A2Epoch14Attack M1A2Epoch14Move],American

GermanLeopard2A5UpgradeEpoch11,GermanLeopard2A5,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_LKII_name,tx_utn_LKII_pname,GermanLeopard2A5_11,,icon_unit_LKII,[0 0 0 0],0,0,vtt_unit_LKII,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch11Attack T99AEpoch11Move],German
GermanLeopard2A5UpgradeEpoch12,GermanLeopard2A5,"""Unit""",12,3000,13,240,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_Pz4_name,tx_utn_Pz4_pname,GermanLeopard2A5_12,,Pz4,[0 0 0 0],0,0,vtt_unit_Pz4,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch12Attack T99AEpoch12Move],German
GermanLeopard2A5UpgradeEpoch13,GermanLeopard2A5,"""Unit""",13,4000,14,320,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_Leopard1_name,tx_utn_Leopard1_pname,GermanLeopard2A5_13,,icon_unit_Leopard1A3,[0 0 0 0],0,0,vtt_unit_Leopard1,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch13Attack T99AEpoch13Move ],German
GermanLeopard2A5UpgradeEpoch14,GermanLeopard2A5,"""Unit""",14,5000,15,415,15,3,70,0,580,0,580,0,0,0,400,200,tx_utn_Leo_name,tx_utn_Leo_pname,GermanLeopard2A5_14,,icon_unit_Leopard2A5,[0 0 0 0],0,0,vtt_unit_Leo2,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch14Attack T99AEpoch14Move ],German
GermanLeopard2A5UpgradeEpoch15,GermanLeopard2A5,"""Unit""",15,5500,16,480,16,3,70,0,500,0,500,0,0,0,500,150,tx_utn_KF51_name,tx_utn_KF51_pname,GermanLeopard2A5_15,,icon_unit_KF51,[0 0 0 0],0,0,vtt_unit_KF51,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch14Attack T99AEpoch14Move],German

Leopard2A6UpgradeEpoch11,Leopard2A6,"""Unit""",11,2500,12,200,12,3,70,0,550,0,550,0,0,165,550,0,tx_utn_A7V_name,tx_utn_A7V_pname,Leopard2A6_11,,icon_unit_A7V,[0 0 0 0],0,0,vtt_unit_A7V,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[China_T99AEpoch11Attack China_T99AEpoch11Move],German
Leopard2A6UpgradeEpoch12,Leopard2A6,"""Unit""",12,3300,13,270,13,3,70,0,550,0,550,0,0,165,550,0,tx_utn_Pz6_name,tx_utn_Pz6_pname,Leopard2A6_12,,icon_unit_KingTiger,[0 0 0 0],0,0,vtt_unit_Pz6,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch12Attack T99AEpoch12Move],German
Leopard2A6UpgradeEpoch13,Leopard2A6,"""Unit""",13,4300,14,350,14,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Leopard1_name,tx_utn_Leopard1_pname,Leopard2A6_13,,icon_unit_Bao1A5,[0 0 0 0],0,0,vtt_unit_Leopard1,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch13Attack T99AEpoch13Move ],German
Leopard2A6UpgradeEpoch14,Leopard2A6,"""Unit""",14,5300,15,445,15,3,70,0,650,0,650,0,0,0,200,650,tx_utn_Leopard2A6_name,tx_utn_Leopard2A6_pname,Leopard2A6_14,,icon_unit_Leopard2A6,[0 0 0 0],0,0,vtt_unit_Leopard2A6,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch14Attack T99AEpoch14Move ],German
Leopard2A6UpgradeEpoch15,Leopard2A6,"""Unit""",15,6000,16,500,16,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Leopard3A4_name,tx_utn_Leopard3A4_pname,Leopard2A6_15,,icon_unit_Leopard3A4,[0 0 0 0],0,0,vtt_unit_Leopard3A4,[GerTank_sel_01 GerTank_sel_02],[GerTank_mov_01 GerTank_mov_02 ],[GerTank_att_01 GerTank_att_02 ],[GerTank_dea_01],[T99AEpoch14Attack T99AEpoch14Move],German

t80uUpgradeEpoch11,t80u,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,t80u_11,,icon_unit_FT17_gunk,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[T99AEpoch11Attack T99AEpoch11Move],Russian
t80uUpgradeEpoch12,t80u,"""Unit""",12,3000,13,240,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_T3485_name,tx_utn_T3485_pname,t80u_12,,T3485,[0 0 0 0],0,0,vtt_unit_T3485,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[T99AEpoch12Attack T99AEpoch12Move],Russian
t80uUpgradeEpoch13,t80u,"""Unit""",13,4000,14,340,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_T62_name,tx_utn_T62_pname,t80u_13,,icon_unit_RUST62,[0 0 0 0],0,0,vtt_unit_T62,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[T99AEpoch13Attack T99AEpoch13Move ],Russian
t80uUpgradeEpoch14,t80u,"""Unit""",14,5200,15,440,15,3.3,70,0,380,0,380,0,0,0,400,100,tx_utn_t80u_name,tx_utn_t80u_pname,t80u_14,,icon_unit_t80u,[0 0 0 0],0,0,vtt_unit_t80u,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[t80uEpoch14Attack t80uEpoch14Move ],Russian
t80uUpgradeEpoch15,t80u,"""Unit""",15,5500,16,480,16,3,70,0,500,0,500,0,0,0,500,150,tx_utn_Hammer_name,tx_utn_Hammer_pname,t80u_15,,icon_unit_Hammer,[0 0 0 0],0,0,vtt_unit_Hammer,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[t80uEpoch14Attack t80uEpoch14Move],Russian

T90A_NavalUpgradeEpoch13,T90A_Naval,"""Unit""",13,4000,14,320,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_T72_name,tx_utn_T72_pname,T90A_Naval_13,,icon_unit_T72,[0 0 0 0],0,0,vtt_unit_T72,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[T99AEpoch13Attack T99AEpoch13Move ],Russian
T90A_NavalUpgradeEpoch14,T90A_Naval,"""Unit""",14,4200,15,380,15,2.8,70,0,380,0,380,0,0,0,400,100,tx_utn_T90A_name,tx_utn_T90A_pname,T90A_Naval_14,,icon_unit_T90A,[0 0 0 0],0,0,vtt_unit_T90A,[CWCruT80UK_MA_sel_01 CWCruT80UK_MA_sel_02],[CWCruT80UK_MA_mov_01 CWCruT80UK_MA_mov_02 CWCruT80UK_MA_mov_03],[CWCruT80UK_MA_att_01 CWCruT80UK_MA_att_02 CWCruT80UK_MA_att_03],[CWCruT80UK_MA_cru_01],[t80uEpoch14Attack t80uEpoch14Move],Russian

T90MUpgradeEpoch11,T90M,"""Unit""",11,2500,12,200,12,3,70,0,550,0,550,0,0,165,550,0,tx_utn_MS1_name,tx_utn_MS1_pname,T90M_11,,icon_unit_MS1,[0 0 0 0],0,0,vtt_unit_MS1,[CWCruT72_MA_sel_01 CWCruT72_MA_sel_02],[CWCruT72_MA_mov_01 CWCruT72_MA_mov_02 CWCruT72_MA_mov_03],[CWCruT72_MA_att_01 v_HeavyMounted1_11_com02 CWCruT72_MA_att_02],[CWCruT72_MA_cru_01],[HeavyMounted1Epoch11Attack China_T99AEpoch11Move],Russian
T90MUpgradeEpoch12,T90M,"""Unit""",12,3300,13,270,13,3,70,0,550,0,550,0,0,165,550,0,tx_utn_IS1_name,tx_utn_IS1_pname,T90M_12,,IS1,[0 0 0 0],0,0,vtt_unit_IS1,[CWCruT72_MA_sel_01 CWCruT72_MA_sel_02],[CWCruT72_MA_mov_01 CWCruT72_MA_mov_02 CWCruT72_MA_mov_03],[CWCruT72_MA_att_01 v_HeavyMounted1_11_com02 CWCruT72_MA_att_02],[CWCruT72_MA_cru_01],[T99AEpoch12Attack T99AEpoch12Move],Russian
T90MUpgradeEpoch13,T90M,"""Unit""",13,4200,14,360,14,3,70,0,550,0,550,0,0,0,165,550,tx_utn_T64_name,tx_utn_T64_pname,T90M_13,,icon_unit_T64,[0 0 0 0],0,0,vtt_unit_T64,[CWCruT72_MA_sel_01 CWCruT72_MA_sel_02],[CWCruT72_MA_mov_01 CWCruT72_MA_mov_02 CWCruT72_MA_mov_03],[CWCruT72_MA_att_01 v_HeavyMounted1_11_com02 CWCruT72_MA_att_02],[CWCruT72_MA_cru_01],[T99AEpoch13Attack T99AEpoch13Move ],Russian
T90MUpgradeEpoch14,T90M,"""Unit""",14,5800,15,470,15,3.3,70,0,420,0,420,0,0,0,350,420,tx_utn_T90A_name,tx_utn_T90A_pname,T90M_14,,icon_unit_T90A,[0 0 0 0],0,0,vtt_unit_T90A,[CWCruT72_MA_sel_01 CWCruT72_MA_sel_02],[CWCruT72_MA_mov_01 CWCruT72_MA_mov_02 CWCruT72_MA_mov_03],[CWCruT72_MA_att_01 v_HeavyMounted1_11_com02 CWCruT72_MA_att_02],[CWCruT72_MA_cru_01],[T90MEpoch14Attack T90MEpoch14Move ],Russian
T90MUpgradeEpoch15,T90M,"""Unit""",15,6000,16,500,16,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Apocalypse_name,tx_utn_Apocalypse_pname,T90M_15,,icon_unit_Apocalypse,[0 0 0 0],0,0,vtt_unit_Apocalypse,[CWCruT72_MA_sel_01 CWCruT72_MA_sel_02],[CWCruT72_MA_mov_01 CWCruT72_MA_mov_02 CWCruT72_MA_mov_03],[CWCruT72_MA_att_01 v_HeavyMounted1_11_com02 CWCruT72_MA_att_02],[CWCruT72_MA_cru_01],[T90MEpoch14Attack T90MEpoch14Move],Russian

type90UpgradeEpoch11,type90,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_LightMnt1_e11_name,tx_utn_LightMnt1_e11_pname,type90_11,,icon_unit_FT17_gunk,[0 0 0 0],0,0,vtt_unit_MachinegunTank,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[T99AEpoch11Attack T99AEpoch11Move],Japanese
type90UpgradeEpoch12,type90,"""Unit""",12,3000,13,240,13,3,70,0,500,0,500,0,0,500,150,0,tx_utn_ChiNu_name,tx_utn_ChiNu_pname,type90_12,,ChiNu,[0 0 0 0],0,0,vtt_unit_ChiNu,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[T99AEpoch12Attack T99AEpoch12Move],Japanese
type90UpgradeEpoch13,type90,"""Unit""",13,4000,14,320,14,3,70,0,500,0,500,0,0,0,500,150,tx_utn_Type61MBT_name,tx_utn_Type61MBT_pname,type90_13,,icon_unit_Type61MBT,[0 0 0 0],0,0,vtt_unit_Type61MBT,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch13Attack T99AEpoch13Move ],Japanese
type90UpgradeEpoch14,type90,"""Unit""",14,4800,15,400,15,3,70,0,500,0,500,0,0,0,500,150,tx_utn_type90_name,tx_utn_type90_pname,type90_14,,icon_unit_type90,[0 0 0 0],0,0,vtt_unit_type90,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch14Attack T99AEpoch14Move ],Japanese
type90UpgradeEpoch15,type90,"""Unit""",15,5500,16,480,16,3,70,0,500,0,500,0,0,0,500,150,tx_utn_HvyMntd1_e15,tx_utn_HvyMntd1_e15_pname,HeavyMounted1_15,,icon_unit_MyrmidonTank,[0 0 0 0],0,0,vtt_unit_MyrmidonTank,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[T99AEpoch14Attack T99AEpoch14Move],Japanese

Type10MBTUpgradeEpoch11,Type10MBT,"""Unit""",11,2500,12,200,12,3,70,0,550,0,550,0,0,165,550,0,tx_utn_MarkIV_name,tx_utn_MarkIV_pname,Type10MBT_11,,icon_unit_MarkIV,[0 0 0 0],0,0,vtt_unit_MarkIV,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[China_T99AEpoch11Attack China_T99AEpoch11Move],Japanese
Type10MBTUpgradeEpoch12,Type10MBT,"""Unit""",12,3300,13,270,13,3,70,0,550,0,550,0,0,165,550,0,tx_utn_Chito_name,tx_utn_Chito_pname,Type10MBT_12,,Chito,[0 0 0 0],0,0,vtt_unit_Chito,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[T99AEpoch12Attack T99AEpoch12Move],Japanese
Type10MBTUpgradeEpoch13,Type10MBT,"""Unit""",13,4300,14,350,14,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Type74_name,tx_utn_Type74_pname,Type10MBT_13,,icon_unit_Type74,[0 0 0 0],0,0,vtt_unit_Type74,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch13Attack T99AEpoch13Move ],Japanese
Type10MBTUpgradeEpoch14,Type10MBT,"""Unit""",14,5100,15,430,15,3,70,0,550,0,550,0,0,0,165,550,tx_utn_Type10MBT_name,tx_utn_Type10MBT_pname,Type10MBT_14,,icon_unit_Type10MBT,[0 0 0 0],0,0,vtt_unit_Type10MBT,[v_HeavyMounted1_13_sel01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[v_HeavyMounted1_13_com01 v_HeavyMounted1_13_com02 v_HeavyMounted1_13_spe01],[],[T99AEpoch14Attack T99AEpoch14Move ],Japanese
Type10MBTUpgradeEpoch15,Type10MBT,"""Unit""",15,6000,16,500,16,3,70,0,550,0,550,0,0,0,165,550,tx_utn_PredatorTank_name,tx_utn_PredatorTank_pname,Type10MBT_15,,icon_unit_PredatorTank,[0 0 0 0],0,0,vtt_unit_PredatorTank,[v_HeavyMounted1_15_sel01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[v_HeavyMounted1_15_com01 v_HeavyMounted1_15_com02 v_HeavyMounted1_15_spe01],[],[China_T99AEpoch15Attack T99AEpoch14Move],Japanese

Challenger1UpgradeEpoch11,Challenger1,"""Unit""",11,2300,12,20,12,0.2,70,0,500,0,500,0,0,500,150,0,tx_utn_Whippet_name,tx_utn_Whippet_pname,Challenger1_11,,icon_unit_Whippet,[0 0 0 0],0,0,vtt_unit_Whippet,[v_HeavyMounted1_11_sel01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[v_HeavyMounted1_11_com01 v_HeavyMounted1_11_com02 v_HeavyMounted1_11_spe01],[],[ZSL92Epoch11Attack1 T99AEpoch11Move],English
